pair_id,para_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len
CD008253,2,6,Follow-up of participants was short (six weeks) also reducing the significance of the results for clinical practice.,rephrase,"[""Also, the trial only followed the volunteers for six weeks, which is a short time when evaluating a treatment that could be needed for the rest of a person's life.""]",4,0.5833333333333334,3,12
CD008253,4,11,Validated measures of symptoms and physical findings should be performed and quality of life issues addressed.,rephrase,['More trials are needed to confirm the findings and these trials should report on measures of symptoms and quality of life issues.'],5,1.0,5,12
CD008258,0,0,Two trials randomised in total 106 patients to piggy-back method (n = 53) versus conventional method with veno-venous bypass (n = 53).,rephrase,['Two clinical trials randomised 106 patients to the piggy-back method (53 patients) versus the standard method (53 patients).'],0,0.0769230769230769,1,13
CD008258,0,1,Both trials were at high risk of bias.,rephrase,['Both trials were at high risk of systematic errors.'],1,0.1538461538461538,1,13
CD008258,0,2,"There was no significant difference in post-operative mortality, primary graft non-function, vascular complications, renal failure, transfusion requirements, intensive therapy unit (ITU) stay, or hospital stay between the two groups.",rephrase,"['There was no significant difference in post-operative death, primary graft non-function (the liver graft does not start functioning at all), complications related to the blood vessels, kidney failure, blood transfusion requirements, intensive therapy unit (ITU) stay, or hospital stay between the two groups.']",2,0.2307692307692307,2,13
CD008258,0,4,The proportion of patients who developed chest complications were significantly higher in the the piggy-back method than the conventional method (75.8% versus 44.1%; P = 0.01).,rephrase,['The proportion of patients who developed chest complications were significantly higher with the piggy-back method than with the conventional method (76% in piggy-back method versus 44% in conventional method; statistically significant).'],3,0.3846153846153846,2,13
CD008258,1,5,One trial randomised 80 patients to piggy-back with porto-caval bypass (n = 40) versus piggy-back without porto-caval bypass (n = 40).,rephrase,['One trial randomised 80 patients to a variant of piggy-back (in which blood from the intestines is temporarily diverted; 40 patients) versus standard piggy-back method (in which blood from the intestines is blocked; 40 patients).'],4,0.4615384615384615,3,13
CD008258,1,6,This trial was at high risk of bias.,rephrase,['This trial was at high risk of systematic error.'],5,0.5384615384615384,3,13
CD008258,1,7,"There was no significant difference in post-operative mortality, re-transplantation due to primary graft non-function, vascular complications, renal failure, or hospital stay between the two groups.",rephrase,"['There was no significant difference in post-operative death, re-transplantation due to primary graft non-function (liver graft does not start functioning at all), vascular complications, kidney failure, or hospital stay between the two groups.']",6,0.6153846153846154,4,13
CD008258,1,8,Fewer patients required blood transfusion in the piggy-back with porto-caval bypass group (55%) than the piggy-back without porto-caval bypass group (75%) (P = 0.02).,rephrase,['Significantly fewer patients required blood transfusion with the variant piggy-back method (55%) than with the standard piggy-back method (75%).'],7,0.6923076923076923,4,13
CD008258,1,10,The ITU stay was significantly shorter in the piggy-back with porto-caval bypass group (2.9 days) than the piggy-back without porto-caval bypass group (4.9 days; MD -2.00 days; 95% CI -3.82 to -0.18; P = 0.03).,rephrase,['The ITU stay was significantly shorter in the variant (2.9 days) than with the standard piggy-back method (4.9 days).'],8,0.8461538461538461,5,13
CD008258,2,11,There were no trials comparing piggy-back method with conventional method without veno-venous bypass or different techniques of piggy-back method.,rephrase,['There were no trials comparing piggy-back method and standard method of liver transplantation without diversion of venous blood or different techniques of piggy-back method.'],9,0.9230769230769232,5,13
CD008258,3,12,There is currently no evidence to recommend or refute the use of piggy-back method of liver transplantation.,rephrase,['We conclude that there is currently no evidence to recommend or refute the use of piggy-back method of liver transplantation.'],10,1.0,5,13
CD008261,0,0,We included 25 trials with 2505 participants randomised to the different pharmacological agents and inactive controls.,rephrase,['We identified 25 randomised clinical trials involving 2505 people undergoing laparoscopic cholecystectomy.'],0,0.0625,1,16
CD008261,0,2,Most trials included only low anaesthetic risk people undergoing elective laparoscopic cholecystectomy.,rephrase,['Most participants in the trials were low anaesthetic risk people undergoing planned laparoscopic cholecystectomy.'],1,0.1875,1,16
CD008261,0,3,Participants were allowed to take additional analgesics as required in 24 of the trials.,rephrase,['Participants were allowed to take additional painkillers as required in most of the trials.'],2,0.25,2,16
CD008261,0,4,The pharmacological interventions in all the included trials were aimed at preventing pain after laparoscopic cholecystectomy.,rephrase,['The treatments in all the included trials were aimed at decreasing the pain after laparoscopic cholecystectomy before the participants reported pain.'],3,0.3125,2,16
CD008261,0,7,"There was no mortality in any of the groups in the two trials that reported mortality (183 participants, very low quality evidence).",rephrase,['There were no deaths in either group in three trials (183 participants) that reported deaths.'],4,0.5,3,16
CD008261,0,9,None of the trials reported patient quality of life or time taken to return to normal activity.,rephrase,['None of the trials reported quality of life or the time taken to return to normal activity.'],7,0.625,4,16
CD008261,1,12,"There is evidence of very low quality that different pharmacological agents including non-steroidal anti-inflammatory drugs, opioid analgesics, and anticonvulsant analgesics reduce pain scores in people at low anaesthetic risk undergoing elective laparoscopic cholecystectomy.",rephrase,['The overall quality of evidence was very low.'],9,0.8125,5,16
CD008261,1,13,"However, the decision to use these drugs has to weigh the clinically small reduction in pain against uncertain evidence of serious adverse events associated with many of these agents.",rephrase,"['However, the decision to use these drugs has to weigh the clinically small reduction in pain against uncertain evidence of serious adverse events associated with many of these agents.']",10,0.875,5,16
CD008261,1,14,Further randomised clinical trials of low risk of systematic and random errors are necessary.,rephrase,['Further trials are necessary.'],11,0.9375,5,16
CD008261,1,15,Such trials should include important clinical outcomes such as quality of life and time to return to work in their assessment.,rephrase,"['Such trials should include outcomes such as quality of life, the time taken to return to normal activity, and the time taken to return to work, which are important for the person undergoing laparoscopic cholecystectomy and the people who provide funds for the treatment.']",12,1.0,5,16
